0 -0.0380665
0.00628319 -0.384414
0.0125664 0.11984
0.0188496 0.146857
0.0251327 -0.491823
0.0314159 -0.189407
0.0376991 0.174133
0.0439823 -0.0786121
0.0502655 -0.299035
0.0565487 0.347496
0.0628319 -0.105638
0.069115 -0.268608
0.0753982 0.246643
0.0816814 0.0729259
0.0879646 0.371374
0.0942478 -0.0257084
0.100531 -0.219157
0.106814 0.163623
0.113097 0.0252543
0.119381 -0.344798
0.125664 0.156347
0.131947 0.268792
0.13823 -0.0777043
0.144513 0.208145
0.150796 0.449741
0.15708 0.488425
0.163363 0.070796
0.169646 -0.269093
0.175929 0.186712
0.182212 0.674336
0.188496 0.27562
0.194779 0.168682
0.201062 0.0774123
0.207345 0.110019
0.213628 0.224176
0.219911 0.0847978
0.226195 0.556482
0.232478 -0.0877493
0.238761 -0.365933
0.245044 -0.430591
0.251327 0.273428
0.257611 0.475766
0.263894 0.673253
0.270177 0.288656
0.27646 0.415845
0.282743 0.338998
0.289027 0.430359
0.29531 0.259411
0.301593 0.0557694
0.307876 0.0927566
0.314159 0.181424
0.320442 0.643595
0.326726 0.321931
0.333009 0.0824331
0.339292 0.530463
0.345575 -0.278311
0.351858 0.104708
0.358142 0.323224
0.364425 0.922274
0.370708 0.508572
0.376991 0.560937
0.383274 0.77694
0.389557 0.500651
0.395841 0.639437
0.402124 0.780235
0.408407 0.518228
0.41469 0.753009
0.420973 0.189035
0.427257 0.432533
0.43354 0.209548
0.439823 0.43121
0.446106 0.703022
0.452389 0.374309
0.458673 0.367211
0.464956 0.675662
0.471239 -0.0323756
0.477522 0.725091
0.483805 0.132651
0.490088 0.563373
0.496372 0.558952
0.502655 0.439613
0.508938 0.380147
0.515221 0.656543
0.521504 0.999888
0.527788 0.660608
0.534071 0.0358391
0.540354 0.74491
0.546637 0.693742
0.55292 0.472373
0.559203 0.285154
0.565487 0.534889
0.57177 0.817038
0.578053 1.09342
0.584336 0.322354
0.590619 0.323899
0.596903 0.646706
0.603186 0.70517
0.609469 0.647416
0.615752 0.142528
0.622035 0.80897
0.628319 0.672566
0.634602 0.193588
0.640885 0.493969
0.647168 0.624427
0.653451 0.841116
0.659734 0.743511
0.666018 0.781468
0.672301 0.73727
0.678584 0.664208
0.684867 0.736365
0.69115 0.781935
0.697434 0.111482
0.703717 0.446689
0.71 0.935947
0.716283 0.474236
0.722566 0.979535
0.728849 0.803103
0.735133 0.586471
0.741416 0.421767
0.747699 0.533488
0.753982 0.812268
0.760265 0.67449
0.766549 0.745674
0.772832 0.77151
0.779115 0.342822
0.785398 0.668148
0.791681 1.20882
0.797965 0.541335
0.804248 0.17966
0.810531 0.895084
0.816814 0.623382
0.823097 0.760702
0.82938 0.894149
0.835664 0.812743
0.841947 0.29694
0.84823 0.825612
0.854513 0.127535
0.860796 0.47729
0.86708 0.959363
0.873363 0.481181
0.879646 0.830206
0.885929 1.1699
0.892212 1.06167
0.898495 0.707765
0.904779 1.20153
0.911062 0.625645
0.917345 1.05414
0.923628 0.50014
0.929911 0.703356
0.936195 1.03197
0.942478 0.321349
0.948761 0.925319
0.955044 0.458344
0.961327 0.665803
0.967611 0.805435
0.973894 1.45781
0.980177 1.04677
0.98646 1.07012
0.992743 0.410211
0.999026 0.658006
1.00531 0.866351
1.01159 1.21079
1.01788 0.993062
1.02416 1.27455
1.03044 1.11375
1.03673 0.795861
1.04301 1.2984
1.04929 1.433
1.05558 0.626992
1.06186 0.74344
1.06814 1.24294
1.07442 0.987167
1.08071 0.532577
1.08699 0.969515
1.09327 0.768836
1.09956 1.17743
1.10584 1.11415
1.11212 0.865263
1.11841 1.10701
1.12469 0.940168
1.13097 0.801658
1.13726 0.916582
1.14354 0.618388
1.14982 0.845153
1.15611 0.837817
1.16239 0.606462
1.16867 1.02522
1.17496 0.989682
1.18124 1.28444
1.18752 0.272346
1.19381 0.563032
1.20009 1.10377
1.20637 0.980006
1.21265 1.08804
1.21894 0.659761
1.22522 0.803687
1.2315 0.896707
1.23779 0.264114
1.24407 1.22751
1.25035 0.555328
1.25664 1.57455
1.26292 1.0116
1.2692 0.842653
1.27549 0.863052
1.28177 0.938535
1.28805 1.45444
1.29434 1.00563
1.30062 0.890408
1.3069 0.793903
1.31319 0.489259
1.31947 0.83028
1.32575 0.717649
1.33204 0.670359
1.33832 0.990289
1.3446 0.783276
1.35088 0.418917
1.35717 1.32383
1.36345 0.785314
1.36973 1.00608
1.37602 0.782119
1.3823 1.26805
1.38858 1.09902
1.39487 0.907662
1.40115 1.12593
1.40743 1.16249
1.41372 0.638184
1.42 1.2851
1.42628 1.16717
1.43257 1.19184
1.43885 1.17361
1.44513 0.819129
1.45142 0.940237
1.4577 0.809487
1.46398 1.18133
1.47027 1.2573
1.47655 0.808972
1.48283 1.1302
1.48911 0.932281
1.4954 1.19364
1.50168 0.638263
1.50796 1.04239
1.51425 1.08491
1.52053 1.18082
1.52681 0.858412
1.5331 0.835375
1.53938 1.01569
1.54566 0.852909
1.55195 0.863792
1.55823 0.723567
1.56451 0.930034
